SnakeLean.exists_rho	SnakeLean.IsStrong SnakeLean.IsHSD SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoCokernel SnakeLean.IsSES	SnakeLean.PureSnakeComparison.isEquiv1 SnakeLean.PureSnakeComparison.j SnakeLean.PureSnakeComparison.θ SnakeLean.IsTwoCokernel.comp_isEquiv1 SnakeLean.PureSnakeComparison SnakeLean.pureSnakeComparison
SnakeLean.isNormalMono_of_isBipullback	SnakeLean.IsNormalMono SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.IsTwoMono SnakeLean.IsBipullback	SnakeLean.IsTwoKernel SnakeLean.isTwoKernel_of_isBipullback_of_isTwoKernel
SnakeLean.exists_snakeGeneralNSD'	SnakeLean.IsNormalMono SnakeLean.DPN SnakeLean.IsStrong SnakeLean.IsNormalEpi SnakeLean.NormalMonoComp SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsNormal SnakeLean.MorphismSES SnakeLean.IsExactAt SnakeLean.IsTwoCokernel SnakeLean.MorphismSES.f SnakeLean.TwoZExact SnakeLean.MorphismSES.h SnakeLean.MorphismSES.g	SnakeLean.isNormalMono_op SnakeLean.isTwoKernel_op SnakeLean.isNormalEpi_op SnakeLean.MorphismSES.op SnakeLean.strictOp SnakeLean.isNormal_of_op SnakeLean.isStrongOp SnakeLean.bizeroOp SnakeLean.isNormal_op SnakeLean.isExactAt_of_op SnakeLean.exists_snakeGeneralNSD SnakeLean.IsExactAt.isNormal SnakeLean.normalEpiCompOp SnakeLean.twoZExactOp SnakeLean.isTwoCokernel_op SnakeLean.dpnOp
SnakeLean.IsSES.isTrivial_iff_isEquiv1	SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.IsTrivial SnakeLean.IsSES SnakeLean.IsEquiv1	SnakeLean.IsSES.isTwoCokernel SnakeLean.IsSES.isTwoKernel SnakeLean.IsEssNull.of_iso SnakeLean.IsEssNull SnakeLean.IsTwoEpi.preimageIso SnakeLean.IsEssNull.of_comp_isTwoMono SnakeLean.IsEssNull.comp SnakeLean.IsTrivial.isEssNull_out SnakeLean.IsTwoCokernel.fac SnakeLean.IsTwoCokernel.isTwoEpi SnakeLean.IsTwoKernel.isTwoMono SnakeLean.IsTwoKernel.isEssNull_comp
SnakeLean.transpositionSymmetric_orderDual	SnakeLean.TranspositionSymmetric	SnakeLean.transposes_toDual SnakeLean.Transposes
SnakeLean.isNormalEpi_op_iff	SnakeLean.IsNormalMono SnakeLean.IsNormalEpi SnakeLean.HasBizero SnakeLean.bizeroOp	SnakeLean.isNormalEpi_op SnakeLean.isNormalMono_of_op
SnakeLean.NormalChainComplex.noConfusion	SnakeLean.HasBizero SnakeLean.NormalChainComplex.noConfusionType SnakeLean.NormalChainComplex	SnakeLean.IsEssNull SnakeLean.IsNormal SnakeLean.NormalChainComplex.casesOn
SnakeLean.Pentagon.x.sizeOf_spec	SnakeLean.Pentagon SnakeLean.Pentagon.x	
SnakeLean.precompCompIso		
SnakeLean.LatticeClass		
SnakeLean.isTwoMono_of_isTwoEpi_op	SnakeLean.IsTwoMono SnakeLean.IsTwoEpi	SnakeLean.IsTwoMono.mk SnakeLean.IsTwoEpi.full SnakeLean.IsTwoEpi.faithful
SnakeLean.isTrivial_of_isTwoMono_ladder	SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoMono SnakeLean.IsTrivial	SnakeLean.IsEssNull.of_iso SnakeLean.IsEssNull SnakeLean.IsTwoKernel.fac SnakeLean.IsEssNull.of_comp_isTwoMono SnakeLean.IsEssNull.comp SnakeLean.IsTwoKernel.isTwoMono SnakeLean.IsTwoKernel.isEssNull_comp
SnakeLean.ZeroCat.instAbelian	SnakeLean.ZeroCat SnakeLean.ZeroCat.category	SnakeLean.ZeroCat.instPreadditive SnakeLean.ZeroCat.instHasFiniteProducts
SnakeLean.isNormalEpi_iff	SnakeLean.IsStrong SnakeLean.IsNormalEpi SnakeLean.HasBizero SnakeLean.IsNormal SnakeLean.IsTwoEpi SnakeLean.IsTwoCokernel	SnakeLean.IsNormalMono SnakeLean.isTwoKernel_op SnakeLean.isNormalMono_iff SnakeLean.isNormal_op_iff SnakeLean.isTwoMono_op_iff SnakeLean.strictOp SnakeLean.IsTwoMono SnakeLean.isStrongOp SnakeLean.bizeroOp SnakeLean.isNormalMono_op_iff
TwoVertex.sc	TwoVertex.lam	
CategoryTheory.IsSubquotient.of_epi	CategoryTheory.IsSubquotient	
SnakeLean.IsZeroAntinormal.isNormalEpi	SnakeLean.IsNormalEpi SnakeLean.HasBizero SnakeLean.IsZeroAntinormal	
SnakeLean.IsSES.mk	SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoCokernel SnakeLean.IsSES	
SnakeLean.IsTwoMono.faithful	SnakeLean.IsTwoMono	
SnakeLean.PureSnakeComparison.isEquiv1	SnakeLean.HasBizero SnakeLean.PureSnakeComparison.j SnakeLean.PureSnakeComparison SnakeLean.IsEquiv1	
TwoVertex.nTwo	TwoVertex.lam	TwoVertex.al
TwoVertex.nOne_mem_KK	TwoVertex.lam TwoVertex.e₂ TwoVertex.nOne	TwoVertex.al
SnakeLean.IsTwoMono.rec	SnakeLean.IsTwoMono SnakeLean.IsTwoMono.mk	
SnakeLean.IsAntinormal	SnakeLean.HasBizero	SnakeLean.IsNormalMono SnakeLean.IsNormalEpi
SnakeLean.instPreservesColimitsOfShapeZeroCatFromZeroFunctor	SnakeLean.ZeroCat SnakeLean.ZeroCat.category SnakeLean.fromZeroFunctor	SnakeLean.instPreservesColimitZeroCatFromZeroFunctor
SnakeLean.PureSnakeComparison.rec	SnakeLean.PureSnakeComparison.mk SnakeLean.HasBizero SnakeLean.PureSnakeComparison SnakeLean.IsEquiv1	
SnakeLean.isTwoKernel_imgMapDual	SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoMono	SnakeLean.isTwoCokernel_imgMap SnakeLean.isTwoKernel_of_op SnakeLean.isTwoEpi_op SnakeLean.strictOp SnakeLean.isStrongOp SnakeLean.bizeroOp SnakeLean.isTwoCokernel_op
SnakeLean.isNormalEpi_of_op	SnakeLean.IsNormalMono SnakeLean.IsNormalEpi SnakeLean.HasBizero SnakeLean.bizeroOp	SnakeLean.isTwoCokernel_of_op SnakeLean.IsTwoKernel SnakeLean.IsTwoCokernel
SnakeLean.DualModularPair		
SnakeLean.isModularLattice_of_transpositionSymmetric_of_krullDim.match_1_1		
SnakeLean.instFunLikeHom	SnakeLean.SupOf SnakeLean.SupOf.carrier SnakeLean.categoryStructSup SnakeLean.LatticeClass	SnakeLean.SupOf.completeLattice
CategoryTheory.ObjectProperty.le_serreJoin_right	CategoryTheory.ObjectProperty.serreJoin	
SnakeLean.transposeInv		
SnakeLean.IsExactAt.op	SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.IsNormal SnakeLean.IsExactAt SnakeLean.bizeroOp	SnakeLean.IsNormalMono SnakeLean.isTwoKernel_op SnakeLean.isNormalEpi_op SnakeLean.IsNormalEpi SnakeLean.IsTwoKernel SnakeLean.IsTwoCokernel SnakeLean.IsSES SnakeLean.exactness_tfae
SnakeLean.apply_eq_bot_of_isNull	SnakeLean.zeroSup SnakeLean.SupOf.completeLattice SnakeLean.IsNull SnakeLean.bicategorySup SnakeLean.SupOf SnakeLean.SupOf.carrier SnakeLean.categoryStructSup SnakeLean.LatticeClass SnakeLean.instFunLikeHom	SnakeLean.instBotHomClassHom
SnakeLean.IsBipullback.ext	SnakeLean.squareIso SnakeLean.IsBipullback	
SnakeLean.isTrivial_op	SnakeLean.IsTrivial	SnakeLean.isEssNull_op
SnakeLean.twoTermObj.match_1		
SnakeLean.twoImgObj	SnakeLean.HasBizero SnakeLean.TwoZExact	SnakeLean.twoCokernelObj SnakeLean.twoKernelObj SnakeLean.TwoZExact.toHasTwoCokernel SnakeLean.twoCokernel
SnakeLean.isNormalEpi_twoCoim	SnakeLean.IsNormalEpi SnakeLean.HasBizero SnakeLean.TwoZExact SnakeLean.twoCoim SnakeLean.twoCoimObj	SnakeLean.IsTwoCokernel SnakeLean.TwoZExact.toHasTwoKernel SnakeLean.twoKernelObj SnakeLean.isTwoCokernel_twoCoim SnakeLean.twoKernel
SnakeLean.IsNull		
SnakeLean.TwoDiExact.isNormal_of_isAntinormal	SnakeLean.HasBizero SnakeLean.TwoDiExact SnakeLean.IsNormal SnakeLean.IsAntinormal	
SnakeLean.isThirdIsoDual_iff_isThirdIso_op	SnakeLean.HasBizero SnakeLean.IsThirdIso SnakeLean.bizeroOp SnakeLean.IsThirdIsoDual	SnakeLean.isThirdIsoDual_of_isThirdIso_op SnakeLean.isThirdIso_op_of_isThirdIsoDual
SnakeLean.null_hom_ext	SnakeLean.IsStrong SnakeLean.IsNull	SnakeLean.IsStrong.subsingleton_hom
SnakeLean.transposes_iff	SnakeLean.ModularPair SnakeLean.DualModularPair SnakeLean.Transposes	SnakeLean.dualModularPair_iff SnakeLean.modularPair_iff
CategoryTheory.ObjectProperty.instContainsZeroModuleCatOfFG	CategoryTheory.ObjectProperty.ofFG	
CategoryTheory.ObjectProperty.TwoStepSK		
CategoryTheory.ObjectProperty.exists_le_prop_of_subEssential	CategoryTheory.ObjectProperty.SubEssential	CategoryTheory.ObjectProperty.prop_of_linearEquiv CategoryTheory.ObjectProperty.HasNonzeroSub
CategoryTheory.ObjectProperty.isSerreClass_map_ι	CategoryTheory.ObjectProperty.abelianFullSubcategory	CategoryTheory.ObjectProperty.instContainsZeroMapFullSubcategoryι_snakeLean CategoryTheory.ObjectProperty.instIsClosedUnderSubobjectsMapFullSubcategoryι_snakeLean CategoryTheory.ObjectProperty.instIsClosedUnderExtensionsMapFullSubcategoryι_snakeLean CategoryTheory.ObjectProperty.instIsClosedUnderQuotientsMapFullSubcategoryι_snakeLean
SnakeLean.nsfl_isNormalEpi	SnakeLean.IsStrong SnakeLean.IsNormalEpi SnakeLean.HasBizero SnakeLean.IsNormal SnakeLean.IsTwoEpi SnakeLean.MorphismSES SnakeLean.IsTwoCokernel SnakeLean.MorphismSES.f SnakeLean.MorphismSES.h SnakeLean.MorphismSES.g	SnakeLean.isTwoKernel_op SnakeLean.MorphismSES.op SnakeLean.isTwoMono_op SnakeLean.strictOp SnakeLean.isStrongOp SnakeLean.nsfl_isNormalMono SnakeLean.bizeroOp SnakeLean.isNormal_op SnakeLean.isNormalEpi_of_op
SnakeLean.HasTwoCokernel.casesOn	SnakeLean.HasTwoCokernel SnakeLean.HasTwoCokernel.mk SnakeLean.HasBizero SnakeLean.IsTwoCokernel	SnakeLean.HasTwoCokernel.rec
SnakeLean.nonempty_iso_snakeComparison_square	SnakeLean.IsEquiv1.inv SnakeLean.IsEquiv1	SnakeLean.nonempty_iso_inv_square
SnakeLean.IsTwoKernel.of_iso	SnakeLean.IsTwoKernel SnakeLean.HasBizero	SnakeLean.IsEssNull.of_iso SnakeLean.IsEssNull SnakeLean.IsTwoKernel.fac SnakeLean.IsTwoKernel.mk SnakeLean.IsTwoKernel.isTwoMono SnakeLean.IsTwoKernel.isEssNull_comp
SnakeLean.HasBizero.fromZero	SnakeLean.HasBizero	
CategoryTheory.IsSerreQuotient		
SnakeLean.isNull_zero1	SnakeLean.zero1 SnakeLean.HasBizero SnakeLean.IsNull	SnakeLean.HasBizero.toZero SnakeLean.HasBizero.fromZero
SnakeLean.SupOf.rec	SnakeLean.SupOf SnakeLean.SupOf.mk SnakeLean.LatticeClass SnakeLean.LatticeClass.Mem	
SnakeLean.isZeroAntinormal_img_coim	SnakeLean.IsNormalMono SnakeLean.IsEssNull SnakeLean.IsStrong SnakeLean.IsNormalEpi SnakeLean.HasBizero SnakeLean.IsZeroAntinormal	SnakeLean.IsTwoKernel SnakeLean.IsTwoCokernel SnakeLean.isEssNull_img_comp_coim SnakeLean.IsZeroAntinormal.mk SnakeLean.IsTwoCokernel.isTwoEpi SnakeLean.IsTwoKernel.isTwoMono
SnakeLean.instPreservesColimitsOfShapeZeroCat	SnakeLean.ZeroCat SnakeLean.ZeroCat.category	SnakeLean.preservesColimitsOfShape_toZeroCat
SnakeLean.ZeroCat.instHasFiniteProducts	SnakeLean.ZeroCat SnakeLean.ZeroCat.category	SnakeLean.ZeroCat.hasLimitsOfShape
SnakeLean.isTwoKernel_img	SnakeLean.IsNormalMono SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoEpi SnakeLean.IsTwoCokernel	SnakeLean.isTwoKernel_op SnakeLean.isNormalEpi_op SnakeLean.isTwoMono_op SnakeLean.isTwoKernel_of_op SnakeLean.strictOp SnakeLean.isTwoCokernel_coim SnakeLean.isStrongOp SnakeLean.bizeroOp
SnakeLean.exists_snakeConnecting	SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.TwoDiExact SnakeLean.IsNormal SnakeLean.MorphismSES SnakeLean.IsTwoCokernel SnakeLean.MorphismSES.f SnakeLean.TwoZExact SnakeLean.MorphismSES.h SnakeLean.MorphismSES.g SnakeLean.IsSES SnakeLean.IsEquiv1	SnakeLean.IsTwoEpi.comp SnakeLean.IsNormalMono SnakeLean.SnakeHalf.r SnakeLean.IsSES.isTwoCokernel SnakeLean.IsSES.isTwoKernel SnakeLean.SnakeHalf.ψd SnakeLean.isTwoCokernel_of_op SnakeLean.isTwoKernel_op SnakeLean.isNormalEpi_op SnakeLean.SnakeHalf.Q SnakeLean.SnakeHalf.dBar SnakeLean.SnakeHalf.hqi SnakeLean.SnakeHalf.isNormal_bBar SnakeLean.isSES_imgRow SnakeLean.SnakeHalf.q SnakeLean.IsEquiv1.isEquiv1_inv SnakeLean.SnakeHalf.KT SnakeLean.MorphismSES.φK SnakeLean.SnakeHalf.hq SnakeLean.IsNormalEpi SnakeLean.SnakeHalf.t SnakeLean.PureSnakeComparison.isEquiv1 SnakeLean.isTwoKernel_of_op SnakeLean.IsTwoEpi.preimageIso SnakeLean.SnakeHalf.ψπ SnakeLean.isTwoEpi_of_comp SnakeLean.twoDiExactOp SnakeLean.strictOp SnakeLean.SnakeHalf.θt SnakeLean.IsEquiv1.comp SnakeLean.isTwoCokernel_coim SnakeLean.PureSnakeComparison.j SnakeLean.isNormal_of_op SnakeLean.SnakeHalf.hz SnakeLean.isSES_imgRowDual SnakeLean.SnakeHalf.hmt SnakeLean.SnakeHalf.CB SnakeLean.IsNormalEpi.isTwoEpi SnakeLean.SnakeHalf SnakeLean.isEquiv1_of_op SnakeLean.SnakeHalf.isTwoEpi_r SnakeLean.isTwoMono_of_isTwoEpi_op SnakeLean.isStrongOp SnakeLean.SnakeHalf.π SnakeLean.SnakeHalf.θ SnakeLean.IsTwoEpi.toIsCofaithful₁ SnakeLean.bizeroOp SnakeLean.SnakeHalf.z SnakeLean.isTwoMono_imgMap SnakeLean.IsTwoCokernel.isTwoEpi SnakeLean.SnakeHalf.I SnakeLean.IsTwoKernel.isTwoMono SnakeLean.img_square_of_coim_square SnakeLean.SnakeHalf.i SnakeLean.isHSD_of_twoDiExact SnakeLean.PureSnakeComparison SnakeLean.IsNormalMono.isTwoMono SnakeLean.coim_square_of_img_square SnakeLean.SnakeHalf.mt SnakeLean.snakeHalf SnakeLean.twoZExactOp SnakeLean.IsEquiv1.inv SnakeLean.isTwoCokernel_op SnakeLean.SnakeHalf.qi SnakeLean.pureSnakeComparison SnakeLean.IsTwoMono.preimageIso SnakeLean.isTwoKernel_img SnakeLean.MorphismSES.φQ
SnakeLean.HasBizero.ctorIdx	SnakeLean.HasBizero	
SnakeLean.isTwoEpi_op	SnakeLean.IsTwoMono SnakeLean.IsTwoEpi	SnakeLean.IsTwoMono.faithful SnakeLean.IsTwoEpi.mk SnakeLean.IsTwoMono.full
SnakeLean.exists_snakeConnectingNSD	SnakeLean.DPN SnakeLean.NormalEpiComp SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsNormal SnakeLean.MorphismSES SnakeLean.IsTwoCokernel SnakeLean.MorphismSES.f SnakeLean.TwoZExact SnakeLean.MorphismSES.h SnakeLean.MorphismSES.g SnakeLean.IsSES SnakeLean.IsEquiv1	SnakeLean.IsNormalMono SnakeLean.IsSES.isTwoKernel SnakeLean.IsEssNull.of_iso SnakeLean.IsEssNull SnakeLean.isSES_of_isTwoCokernel SnakeLean.IsTwoKernel.fac SnakeLean.isTwoMono_of_comp SnakeLean.exists_normalMono_of_isNormal SnakeLean.exists_v SnakeLean.isSES_of_isTwoKernel SnakeLean.isTwoCokernel_twoCokernel SnakeLean.IsTwoMono.comp SnakeLean.nonempty_square_t SnakeLean.IsHSD SnakeLean.IsTwoCokernel.of_iso SnakeLean.IsNormalEpi SnakeLean.PureSnakeComparison.isEquiv1 SnakeLean.IsTwoEpi.preimageIso SnakeLean.exists_isEquiv1_cokernel_dinversion SnakeLean.isTwoCokernel_isTwoEpi_comp_iff SnakeLean.twoCokernelObj SnakeLean.isNormalEpi_t SnakeLean.IsEquiv1.comp SnakeLean.IsEssNull.comp SnakeLean.isTwoCokernel_coim SnakeLean.PureSnakeComparison.j SnakeLean.IsTwoKernel.of_iso SnakeLean.isTwoMono_twoKernel SnakeLean.isTwoKernel_kappa SnakeLean.IsNormalEpi.isTwoEpi SnakeLean.isTwoKernel_twoKernel SnakeLean.exists_bBarData SnakeLean.isTwoKernel_comp_isTwoMono_iff SnakeLean.TwoZExact.toHasTwoKernel SnakeLean.twoKernelObj SnakeLean.exists_lambda SnakeLean.TwoZExact.toHasTwoCokernel SnakeLean.IsTwoCokernel.fac SnakeLean.isEssNull_kg_comp SnakeLean.IsTwoCokernel.isTwoEpi SnakeLean.IsTwoMono.toIsFaithful₁ SnakeLean.IsTwoKernel.isTwoMono SnakeLean.twoCokernel SnakeLean.isNormal_cLower SnakeLean.twoKernel SnakeLean.PureSnakeComparison SnakeLean.IsNormalMono.isTwoMono SnakeLean.isNormal_c_comp_qg SnakeLean.isNormalEpi_comp_coim SnakeLean.isHSD_of_dpn SnakeLean.pureSnakeComparison SnakeLean.IsTwoKernel.isEssNull_comp SnakeLean.isTwoKernel_img SnakeLean.MorphismSES.φQ
SnakeLean.AbCatClass.all	SnakeLean.AbCatClass	SnakeLean.AbCatClass.mk
SnakeLean.isNormalEpi_imgMapDual	SnakeLean.IsNormalMono SnakeLean.IsStrong SnakeLean.IsNormalEpi SnakeLean.HasBizero SnakeLean.TwoDiExact SnakeLean.IsTwoMono SnakeLean.IsTwoEpi SnakeLean.TwoZExact	SnakeLean.isNormalMono_op SnakeLean.isNormalEpi_op SnakeLean.isNormalMono_of_op SnakeLean.isTwoMono_op SnakeLean.isTwoEpi_op SnakeLean.twoDiExactOp SnakeLean.strictOp SnakeLean.isStrongOp SnakeLean.isNormalMono_imgMap SnakeLean.bizeroOp SnakeLean.isNormalEpi_of_op SnakeLean.twoZExactOp
SnakeLean.exists_isEquiv1_upProj_comp	SnakeLean.SupOf.completeLattice SnakeLean.bicategorySup SnakeLean.upSeg SnakeLean.SupOf SnakeLean.SupOf.carrier SnakeLean.categoryStructSup SnakeLean.upProj SnakeLean.LatticeClass SnakeLean.IsEquiv1	SnakeLean.isEquiv1_orderIsoHom SnakeLean.orderIsoHom SnakeLean.instFunLikeHom
SnakeLean.IsStrong.nonempty_hom	SnakeLean.IsStrong SnakeLean.IsNull	
SnakeLean.isTwoEpi_id	SnakeLean.IsTwoEpi	SnakeLean.precompIdIso SnakeLean.IsTwoEpi.mk
SnakeLean.MorphismPure.ψc	SnakeLean.MorphismPure SnakeLean.MorphismPure.πX SnakeLean.MorphismPure.πY	
SnakeLean.AbCatClass.mk.inj	SnakeLean.ZeroCat SnakeLean.AbCatClass SnakeLean.ZeroCat.category CategoryTheory.ObjectProperty.abelianFullSubcategory SnakeLean.AbCatClass.mk SnakeLean.ZeroCat.instAbelian	SnakeLean.AbCatClass.mk.noConfusion
CategoryTheory.ObjectProperty.instIsClosedUnderQuotientsMapFullSubcategoryι_snakeLean	CategoryTheory.ObjectProperty.abelianFullSubcategory	CategoryTheory.ObjectProperty.instHasFiniteColimitsFullSubcategory_snakeLean CategoryTheory.ObjectProperty.prop_map_ι_iff CategoryTheory.ObjectProperty.preservesFiniteColimits_ι
TwoVertex.asymmetry	TwoVertex.lam TwoVertex.SS TwoVertex.instIsSerreClassModuleCatSubtypeMatrixFinOfNatNatMemSubalgebraLamKK CategoryTheory.ObjectProperty.serreSaturation TwoVertex.instIsSerreClassModuleCatSubtypeMatrixFinOfNatNatMemSubalgebraLamSS TwoVertex.KK	CategoryTheory.ObjectProperty.serreSaturation_le_serreJoin CategoryTheory.ObjectProperty.serreJoin CategoryTheory.ObjectProperty.isSerreClass_serreSaturation_iff TwoVertex.reg TwoVertex.serreSaturation_KK_SS CategoryTheory.ObjectProperty.serreSaturation_le TwoVertex.not_serreSaturation_SS_KK
SnakeLean.exists_isAntinormal_not_isNormal	SnakeLean.zeroSup SnakeLean.SupAll SnakeLean.bicategorySup SnakeLean.IsNormal SnakeLean.SupOf SnakeLean.categoryStructSup SnakeLean.IsAntinormal SnakeLean.hasBizeroSup SnakeLean.allClass	SnakeLean.Pentagon.y SnakeLean.not_isNormal_pentagon SnakeLean.isAntinormal_comp SnakeLean.IsTwoKernel SnakeLean.isTwoKernel_upProj_segIncl SnakeLean.seg SnakeLean.isTwoCokernel_segIncl_upProj SnakeLean.upSeg SnakeLean.segIncl SnakeLean.IsTwoCokernel SnakeLean.Pentagon.z SnakeLean.pentagonSup SnakeLean.upProj
SnakeLean.NormalChainComplex.isEssNull_comp	SnakeLean.IsEssNull SnakeLean.NormalChainComplex.d SnakeLean.HasBizero SnakeLean.NormalChainComplex SnakeLean.NormalChainComplex.obj	
SnakeLean.MorphismPure.exists_kerMapH	SnakeLean.IsStrong SnakeLean.MorphismPure SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.MorphismPure.πC SnakeLean.IsTwoEpi	SnakeLean.MorphismPure.exists_piH SnakeLean.exists_kerMap SnakeLean.MorphismPure.πZ
CategoryTheory.ObjectProperty.instIsClosedUnderQuotientsInverseImage_snakeLean		
SnakeLean.IsNull.subsingleton_hom_of_isIso	SnakeLean.IsStrong SnakeLean.IsNull	SnakeLean.IsNull.eq_of_isIso
TwoVertex.lam_eq	TwoVertex.lam	
SnakeLean.PureSnakeComparison.ctorIdx	SnakeLean.HasBizero SnakeLean.PureSnakeComparison	
CategoryTheory.ObjectProperty.instIsClosedUnderExtensionsMapFullSubcategoryι_snakeLean	CategoryTheory.ObjectProperty.abelianFullSubcategory	CategoryTheory.ObjectProperty.instHasFiniteColimitsFullSubcategory_snakeLean CategoryTheory.ObjectProperty.prop_map_ι_iff CategoryTheory.ObjectProperty.preservesFiniteLimits_ι CategoryTheory.ObjectProperty.preservesFiniteColimits_ι CategoryTheory.ObjectProperty.instHasFiniteLimitsFullSubcategory_snakeLean
SnakeLean.isTwoCokernel_dinversion_of_ladder	SnakeLean.HasBizero SnakeLean.IsTwoCokernel SnakeLean.IsSES	SnakeLean.isTwoCokernel_of_op SnakeLean.isSES_op SnakeLean.strictOp SnakeLean.bizeroOp SnakeLean.isTwoKernel_dinversion_of_ladder
SnakeLean.IsTotallyNormalMono.comp	SnakeLean.HasBizero SnakeLean.IsTotallyNormalMono	
CategoryTheory.ObjectProperty.prop_of_subEssential	CategoryTheory.ObjectProperty.SubEssential	CategoryTheory.ObjectProperty.prop_of_shortExact CategoryTheory.ObjectProperty.prop_of_linearEquiv CategoryTheory.ObjectProperty.prop_quotient_of_mem_associatedPrimes exists_associatedPrimes_le_of_mem_support PrimeSpectrum.mem_support_of_mem_associatedPrimes CategoryTheory.ObjectProperty.prop_of_surjective
SnakeLean.Pentagon.instCompleteLattice	SnakeLean.Pentagon	SnakeLean.instFintypePentagon SnakeLean.Pentagon.instBoundedOrder SnakeLean.Pentagon.instLattice
SnakeLean.isEssNull_op	SnakeLean.IsEssNull	SnakeLean.IsNull SnakeLean.isNull_op
TwoVertex.instIsSerreClassModuleCatSubtypeMatrixFinOfNatNatMemSubalgebraLamKK	TwoVertex.lam TwoVertex.KK	TwoVertex.e₂ CategoryTheory.ObjectProperty.isSerreClass_annBy TwoVertex.isIdempotentElem_e₂
SnakeLean.SnakeHalf.hmt	SnakeLean.SnakeHalf.Q SnakeLean.SnakeHalf.KT SnakeLean.SnakeHalf.t SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.SnakeHalf SnakeLean.SnakeHalf.mt	
SnakeLean.SnakeTop.mk.inj	SnakeLean.IsNormalMono SnakeLean.IsNormalEpi SnakeLean.HasBizero SnakeLean.SnakeTop SnakeLean.SnakeTop.mk	SnakeLean.SnakeTop.mk.noConfusion
SnakeLean.bicategoryAbCatOf	SnakeLean.AbCatClass SnakeLean.AbCatOf	SnakeLean.AbCatOf.category SnakeLean.AbCatOf.carrier SnakeLean.AbCatHom.mk SnakeLean.AbCatHom.functor SnakeLean.AbCatHom.category SnakeLean.AbCatHom
SnakeLean.IsTwoKernel.equivalence	SnakeLean.IsTwoKernel SnakeLean.HasBizero	SnakeLean.IsTwoKernel.isTwoMono SnakeLean.IsTwoMono.preimageIso
TwoVertex.instIsSerreClassModuleCatSubtypeMatrixFinOfNatNatMemSubalgebraLamSS	TwoVertex.lam TwoVertex.SS	TwoVertex.e₁ CategoryTheory.ObjectProperty.isSerreClass_annBy TwoVertex.isIdempotentElem_e₁
SnakeLean.IsNormalMono.isEquiv1_comp	SnakeLean.IsNormalMono SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.IsEquiv1	SnakeLean.IsTwoKernel SnakeLean.IsTwoKernel.isEquiv1_comp
SnakeLean.NormalChainComplex.isNormal	SnakeLean.NormalChainComplex.d SnakeLean.HasBizero SnakeLean.IsNormal SnakeLean.NormalChainComplex SnakeLean.NormalChainComplex.obj	
SnakeLean.isThirdIso_op_of_isThirdIsoDual	SnakeLean.HasBizero SnakeLean.IsThirdIso SnakeLean.bizeroOp SnakeLean.IsThirdIsoDual	SnakeLean.IsTotallyNormalMono.right SnakeLean.isSES_op SnakeLean.isTwoKernel_of_op SnakeLean.IsTotallyNormalMono.total SnakeLean.IsTotallyNormalMono.left SnakeLean.IsTotallyNormalEpi.mk SnakeLean.isThirdIso_op_of_isThirdIsoDual.match_1_1 SnakeLean.IsTwoCokernel SnakeLean.IsTotallyNormalMono.comp SnakeLean.isNormalEpi_of_op SnakeLean.isThirdIso_op_of_isThirdIsoDual.match_1_3 SnakeLean.IsTotallyNormalMono SnakeLean.IsSES
SnakeLean.IsStrong.casesOn	SnakeLean.IsStrong SnakeLean.IsStrong.mk SnakeLean.IsNull	SnakeLean.IsStrong.rec
SnakeLean.isTwoKernel_twoKernel	SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.HasTwoKernel SnakeLean.twoKernelObj SnakeLean.twoKernel	SnakeLean.HasTwoKernel.exists_isTwoKernel
CategoryTheory.IsSerreQuotient.casesOn	CategoryTheory.IsSerreQuotient CategoryTheory.IsSerreQuotient.mk	CategoryTheory.IsSerreQuotient.rec
SnakeLean.IsBipullback.casesOn	SnakeLean.squareIso SnakeLean.IsBipullback.mk SnakeLean.IsBipullback	SnakeLean.IsBipullback.rec
exists_associatedPrimes_le_of_mem_support		
SnakeLean.IsTwoCokernel.iso_ext	SnakeLean.IsStrong SnakeLean.zero1 SnakeLean.HasBizero	SnakeLean.IsNull.iso_ext SnakeLean.isNull_zero1
SnakeLean.IsTwoKernel.mk	SnakeLean.IsEssNull SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoMono	
